ts,load1,kcompactd_cpu,swap_free_mb,iowait_pct,inproc_probe_ms,dns,tcp,connect,query,reuse,runtime.uptime_seconds,runtime.scheduling_lag_ms,runtime.scheduling_lag_max_ms,block.journal_lock_wait.max_ms,block.journal_hold.max_ms,block.journal_hold.total_ms,section.delta_snapshot_refresh.avg_us,section.delta_snapshot_refresh.max_ms,section.delta_snapshot_refresh.count,buffered_layer.flush_completed_total,buffered_layer.flush_failed_total,buffered_layer.pressure_pct,mem_buffer.total_rows,mem_buffer.estimated_bytes_approx,mem_buffer.total_buckets,plan_cache.hits,plan_cache.misses,memory.charged_bytes,block.pgwire_startup_handler_build.max_ms,block.pgwire_simple_handler_build.max_ms,block.pgwire_simple_handler_build.avg_us,jemalloc.frag_pct,jemalloc.allocated_mb,jemalloc.resident_mb,jemalloc.retained_mb,scan.provider_cache_entries,scan.fast_resolve_cache_entries,pgwire.queries_total,maintenance.tasks_pending,maintenance.tasks_running
1787604302,32.07,0,0,9.9,1547,1.9,23.0,115.8,49.2,27.7,415,0,6976,519,824,25985,163645,7464,75,21,0,5,284307,1011808616,24,4650,12,46302605312,0,2,880,17.1,26668,32187,59541,10,45,4699,6336,16
